,PSNY,HarmlessError,ProsecutMisconduct,DocumentLength,DefendantRespondent,DefendantAppellant,File,DA,ADA,Judges,Crime,Defense,GroundsForAppeal,ModeOfConviction,Judge,Mode,Keywords
2017_03771,respondent,0,0,4159,0.0,1.0,2017_03771.htm.txt,Richard A. Brown,," Mastro, J.P., Leventhal, Hall and Sgroi, JJ",imposing sentence,Private,,jury verdict,Latella,,affirmed
2017_03772,respondent,0,0,8114,0.0,1.0,2017_03772.htm.txt,,," Mastro, J.P., Chambers, Maltese and Duffy, JJ",imposing sentence,Private,insufficient,jury verdict,Chun,,reversed
2017_03773,respondent,0,0,3781,0.0,1.0,2017_03773.htm.txt,,," Mastro, J.P., Leventhal, Hall and Sgroi, JJ",imposing sentence,Private,misconduct,jury verdict,Marrus,,affirmed
2017_03774,respondent,0,0,4300,0.0,1.0,2017_03774.htm.txt,,," Leventhal, J.P., Sgroi, LaSalle and Barros, JJ",imposing sentence,Private,,jury verdict,Cyrulnik,,reversed
2017_03775,respondent,0,0,3339,0.0,1.0,2017_03775.htm.txt,Richard A. Brown,," Chambers, J.P., Sgroi, Duffy and Barros, JJ",imposing sentence,Private,insufficient,jury verdict,Modica,,reversed
2017_03776,respondent,0,0,7423,0.0,1.0,2017_03776.htm.txt,Richard A. Brown,," Mastro, J.P., Leventhal, Hall and Sgroi, JJ",imposing sentence,Private,,jury verdict,Holder,,reversed
2017_03777,respondent,0,0,5436,0.0,1.0,2017_03777.htm.txt,Richard A. Brown,," Balkin, J.P., Cohen, Miller and Brathwaite Nelson, JJ",imposing sentence,Private,ineffective assistance,jury verdict,Lopresto,,affirmed
2017_03778,respondent,0,0,5121,0.0,1.0,2017_03778.htm.txt,"Anthony A. Scarpino, Jr.",," Balkin, J.P., Austin, LaSalle and Brathwaite Nelson, JJ",imposing sentence,Private,,jury verdict,Zambelli,,affirmed
2017_03779,respondent,0,0,5394,0.0,1.0,2017_03779.htm.txt,Madeline Singas,," Leventhal, J.P., Cohen, LaSalle and Barros, JJ",imposing sentence,Private,misconduct,jury verdict,Carter,,reversed
2017_03780,respondent,0,0,4664,0.0,1.0,2017_03780.htm.txt,Richard A. Brown,," Balkin, J.P., Hall, Sgroi and Barros, JJ",imposing sentence,Private,,jury verdict,Schwartz,,reversed
2017_03781,respondent,0,0,2389,0.0,1.0,2017_03781.htm.txt,,," Chambers, J.P., Sgroi, Duffy and Barros, JJ",imposing sentence,Private,,jury verdict,Ingram,,affirmed
2017_03782,respondent,0,0,3915,0.0,1.0,2017_03782.htm.txt,David M. Hoovler,Robert H. Middlemiss," Dillon, J.P., Cohen, Duffy and Connolly, JJ",imposing sentence,Private,,plea of guilty,DeRosa,,affirmed
2017_03783,respondent,0,0,8579,0.0,1.0,2017_03783.htm.txt,,," Chambers, J.P., Austin, Roman and Barros, JJ",imposing sentence,Private,,jury verdict,Braslow,,affirmed
2017_03784,respondent,0,0,5579,0.0,1.0,2017_03784.htm.txt,Richard A. Brown,," Rivera, J.P., Chambers, Duffy and Barros, JJ",risk pursuant to Sex Offender Registration Act,Private,,,Kron,,affirmed
2017_03802,respondent,0,0,11358,0.0,1.0,2017_03802.htm.txt,D. Holley Carnright,Joan Gudesblatt Lamb,"  Garry, J.P., Lynch, Rose and Aarons, JJ",ing defendant crimes criminal sale controlled substance (five counts);criminally using drug paraphernalia;criminal possession controlled substance (six counts),Private,,,Williams,,affirmed
2017_03803,respondent,0,0,6881,0.0,1.0,2017_03803.htm.txt,John L. Hubbard,Sean T. Becker,"  Peters, P.J., Egan Jr., Mulvey and Aarons, JJ",ing defendant crime criminal sale controlled substance (three counts),Private,ineffective assistance,,Lambert,,affirmed
2017_03804,respondent,0,0,16886,0.0,1.0,2017_03804.htm.txt,P. David Soares,Emily A. Schultz,"  Peters, P.J., Devine, Mulvey and Aarons, JJ",reckless driving;rendered August 28;which resentenced defendant on his conviction assault;2013 Albany County;resisting arrest;assault;(2) from judgment said court;ing defendant crimes criminal possession marihuana;unlawful fleeing from police officer motor vehicle,Private,misconduct,,McDonough,,affirmed
2017_03805,respondent,0,0,6376,0.0,1.0,2017_03805.htm.txt,,here," [*3] McCarthy, J.P., Egan Jr., Devine and Clark, JJ",2015;without hearing;J.);entered November 12;which denied defendant's motion pursuant to CPL 440.10 to vacate judgment conviction;(2) by permission;from an order said court (Hoye;crime assault,Private,ineffective assistance,plea of guilty,Giardino,,affirmed
2017_03806,respondent,0,0,13210,0.0,1.0,2017_03806.htm.txt,Weeden A. Wetmore,John R. Thweatt,"  McCarthy, J.P., Egan Jr., Devine and Clark, JJ",ing defendant crime criminal possession weapon (two counts),Private,ineffective assistance,,Hayden,,reversed
2017_03807,respondent,0,0,7969,0.0,1.0,2017_03807.htm.txt,,Gary Surdell,"  Garry, J.P., Lynch, Clark and Aarons, JJ",ing defendant crimes burglary (two counts);criminal mischief;criminal possession stolen property;petit larceny,Private,ineffective assistance,,Rowley,,affirmed
2017_03808,respondent,0,0,5342,0.0,1.0,2017_03808.htm.txt,Weeden A. Wetmore,Sophie J. Marmor,"  Garry, J.P., Lynch, Clark and Aarons, JJ",is not supported by legally sufficient evidence;is against weight evidence,Private,,jury verdict,Keene,,affirmed
2017_03809,respondent,0,0,9262,0.0,1.0,2017_03809.htm.txt,P. David Soares,Michael C. Wetmore,"  Peters, P.J., Garry, Mulvey and Aarons, JJ",ing defendant crimes rape;criminal sexual act (two counts),Private,misconduct,,Herrick,,affirmed
2017_03810,respondent,0,0,10321,0.0,1.0,2017_03810.htm.txt,,Alyxandra Stanczak," [*4]  McCarthy, J.P., Egan Jr., Lynch and Clark, JJ",ing defendant crimes burglary;sexual abuse,Private,misconduct,,Cassidy,,affirmed
2017_03811,respondent,0,0,7636,0.0,1.0,2017_03811.htm.txt,John M. Muehl,Michael F. Getman,"  McCarthy, J.P., Egan Jr., Lynch and Devine, JJ",crime criminal possession controlled substance,Private,,nonjury trial,Burns,,affirmed
2017_03846,respondent,0,0,1274,0.0,1.0,2017_03846.htm.txt,"Cyrus R. Vance, Jr.",Kelly L. Smith," Concur-Sweeny, J.P., Richter, Andrias, Feinman and Kahn, JJ",ed first-degree course sexual conduct against child,Private,,,Ruth Pickholz,,affirmed
2017_03854,respondent,0,0,1246,0.0,1.0,2017_03854.htm.txt,Darcel D. Clark,Jordan K. Hummel," Concur-Sweeny, J.P., Richter, Andrias, Feinman and Kahn, JJ",burglary;;degrees;after jury trial;to an aggregate term 10 years;unanimously reversed;matter remanded for new trial;assault;on law;ing defendant;as felony offender;sentencing him,Private,,,Eugene Oliver,,reversed
2017_03860,respondent,0,0,1019,0.0,1.0,2017_03860.htm.txt,Darcel D. Clark,Peter D. Coddington," Concur-Sweeny, J.P., Richter, Andrias, Feinman and Kahn, JJ",,Private,,,Steven L. Barrett,,affirmed
2017_03862,respondent,0,0,2967,0.0,1.0,2017_03862.htm.txt,"Cyrus R. Vance, Jr.",Christopher P. Marinelli," Concur-Friedman, J.P., Moskowitz, Manzanet-Daniels, Kapnick and Webber, JJ",unanimously affirmed;endangering welfare child;promoting prostitution;sentencing her to an aggregate term 1 to 3 years,Private,,nonjury trial,Daniel P. Conviser,,affirmed
2017_03867,respondent,0,0,3385,0.0,1.0,2017_03867.htm.txt,Darcel D. Clark,Lori Ann Farrington," Concur-Friedman, J.P., Moskowitz, Manzanet-Daniels, Kapnick and Webber, JJ",unanimously affirmed;after jury trial;assault (two counts);assault;sentencing him to an aggregate term 10 years;ing defendant,Private,ineffective assistance,,Efrain Alvarado,,affirmed
2017_03876,respondent,0,0,1256,0.0,1.0,2017_03876.htm.txt,"Cyrus R. Vance, Jr.",Rebecca Hausner," Concur-Friedman, J.P., Moskowitz, Manzanet-Daniels, Kapnick and Webber, JJ",unanimously affirmed;as violent felony offender;criminal possession weapon;sentencing him;to term seven years,Private,,plea of guilty,Bonnie G. Wittner,,affirmed
2017_03884,respondent,0,0,1110,0.0,1.0,2017_03884.htm.txt,,," Concur-Acosta, J.P., Andrias, Manzanet-Daniels and Kapnick, JJ",,Private,,,"William Mogulescu, George R. Villegas",,
2017_03885,respondent,0,0,968,0.0,1.0,2017_03885.htm.txt,Darcel D. Clark,Meaghan L. Power," Concur-Acosta, J.P., Mazzarelli, Manzanet-Daniels, Webber and Gesmer, JJ",,Private,,,Marc Whiten,,affirmed
2017_03893,respondent,0,0,1022,0.0,1.0,2017_03893.htm.txt,"Cyrus R. Vance, Jr.",Alan Gadlin," Concur-Sweeny, J.P., Renwick, Andrias, Feinman and Gesmer, JJ",,Legal Aid Society,,,Melissa Jackson,,affirmed
2017_03897,respondent,0,0,3305,0.0,1.0,2017_03897.htm.txt,"Cyrus R. Vance, Jr.",Frank Glaser," Concur-Sweeny, J.P., Renwick, Andrias, Feinman and Gesmer, JJ",after jury trial;to an aggregate term years;unanimously modified;robbery (two counts);otherwise affirmed;on law;robbery;to extent vacating third-degree robbery conviction;dismissing that count;ing defendant;as felony offender;sentencing him,Private,,,A. Kirke Bartley, J.,reversed
2017_03902,respondent,0,0,1251,0.0,1.0,2017_03902.htm.txt,"Cyrus R. Vance, Jr.",Kelly L. Smith," Concur-Sweeny, J.P., Renwick, Andrias, Feinman and Gesmer, JJ",risk pursuant to Sex Offender Registration Act,Private,,,Bonnie G. Wittner,,affirmed
2017_03909,respondent,0,0,1390,0.0,1.0,2017_03909.htm.txt,"Cyrus R. Vance, Jr.",Julia P. Cohen," Concur-Friedman, J.P., Richter, Moskowitz, Gische and Kapnick, JJ",unanimously affirmed;sentencing him to term year;forcible touching,Private,,nonjury trial,Ruth Pickholz,,affirmed
2017_03912,respondent,0,0,1086,0.0,1.0,2017_03912.htm.txt,"Cyrus R. Vance, Jr.",Amanda Katherine Regan," Concur-Friedman, J.P., Richter, Moskowitz, Gische and Kapnick, JJ",,Legal Aid Society,,,,,affirmed
2017_03962,respondent,0,0,1289,0.0,1.0,2017_03962.htm.txt,,," Rivera, J.P., Hall, LaSalle and Connolly, JJ",imposing sentence,Private,,plea of guilty,Dwyer,,affirmed
2017_03963,respondent,0,0,1158,0.0,1.0,2017_03963.htm.txt,,," Balkin, J.P., Hall, Hinds-Radix and Connolly, JJ",,Private,ineffective assistance,,,,
2017_03964,respondent,0,0,3979,0.0,1.0,2017_03964.htm.txt,,," Balkin, J.P., Cohen, Miller and Brathwaite Nelson, JJ",imposing sentence,Private,,jury verdict,Collins,,affirmed
2017_03965,respondent,0,0,4545,0.0,1.0,2017_03965.htm.txt,Robert Tendy,Melissa Lynch," Mastro, J.P., Sgroi, LaSalle and Connolly, JJ",sentencing her to an indeterminate term imprisonment 21/3 to 7 years,Private,ineffective assistance,plea of guilty,Reitz,,reversed
2017_03966,respondent,0,0,2641,0.0,1.0,2017_03966.htm.txt,,," Eng, P.J., Dillon, Sgroi, Maltese and Barros, JJ",on ground that sentence was excessive,Private,insufficient,plea of guilty,Miller,,affirmed
2017_03967,respondent,0,0,3288,0.0,1.0,2017_03967.htm.txt,Thomas J. Spota,Rosalind C. Gray," Dillon, J.P., Roman, Cohen and Miller, JJ",imposing sentence,Private,,jury verdict,Hinrichs,,affirmed
2017_03968,respondent,0,0,1124,0.0,1.0,2017_03968.htm.txt,,," Eng, P.J., Balkin, Roman, Hinds-Radix and Brathwaite Nelson, JJ",,Private,,,Murphy,,affirmed
2017_03969,respondent,0,0,1178,0.0,1.0,2017_03969.htm.txt,Thomas J. Spota,Thomas C. Costello," Chambers, J.P., Miller, Duffy and LaSalle, JJ",,Private,ineffective assistance,,,,
2017_03970,respondent,0,0,1243,0.0,1.0,2017_03970.htm.txt,Richard A. Brown,," Eng, P.J., Leventhal, Sgroi, Cohen and Miller, JJ",,Private,,,Blumenfeld,,affirmed
2017_03971,respondent,0,0,1288,0.0,1.0,2017_03971.htm.txt,,," Mastro, J.P., Rivera, Dillon and Leventhal, JJ",,Private,ineffective assistance,,,,
2017_03972,respondent,0,0,1201,0.0,1.0,2017_03972.htm.txt,,," Eng, P.J., Hall, Cohen, LaSalle and Connolly, JJ",on ground that sentence was excessive,Private,,plea of guilty,Sullivan,,affirmed
2017_03973,respondent,0,0,3446,0.0,1.0,2017_03973.htm.txt,Richard A. Brown,," Chambers, J.P., Sgroi, Duffy and Barros, JJ",imposing sentence,Private,,jury verdict,Lopez,,affirmed
2017_03974,respondent,0,0,4866,0.0,1.0,2017_03974.htm.txt,Thomas J. Spota,Karla Lato," Chambers, J.P., Sgroi, Duffy and Barros, JJ",which denied;without hearing;her motion pursuant to CPL 440.10 to vacate judgment rendered April 4;by permission;(2);2014;2013;from an order same court dated October 2;imposing sentence,Private,ineffective assistance,plea of guilty,Cohen,,affirmed
2017_03975,respondent,0,0,2251,0.0,1.0,2017_03975.htm.txt,"Anthony A. Scarpino, Jr.",," Balkin, J.P., Cohen, Miller and Brathwaite Nelson, JJ",imposing sentence,Private,,jury verdict,Zambelli,,affirmed
2017_03976,respondent,0,0,1090,0.0,1.0,2017_03976.htm.txt,,," Eng, P.J., Hall, LaSalle, Connolly and Brathwaite Nelson, JJ",on ground that sentence was excessive,Private,,plea of guilty,W. Miller,,affirmed
2017_03977,respondent,0,0,3264,0.0,1.0,2017_03977.htm.txt,Thomas J. Spota,Thomas C. Costello," Leventhal, J.P., Hall, Hinds-Radix and Brathwaite Nelson, JJ",resentenced him,Private,,plea of guilty,Cohen,,affirmed
2017_03978,respondent,0,0,2546,0.0,1.0,2017_03978.htm.txt,Thomas P. Zugibe,," Rivera, J.P., Hall, LaSalle and Connolly, JJ",risk pursuant to Sex Offender Registration Act,Private,,,Apotheker,,affirmed
2017_03988,respondent,0,0,4337,0.0,1.0,2017_03988.htm.txt,D. Holley Carnright,Joan Gudesblatt Lamb," and Lynch, JJ",crime aggravated criminal contempt,Private,,plea of guilty,Williams,,reversed
2017_03989,respondent,0,0,17717,0.0,1.0,2017_03989.htm.txt,P. David Soares,Michael C. Wetmore,"  McCarthy, J.P., Garry, Rose and Mulvey, JJ",assault;ing defendant crimes attempted robbery,Public Defender,misconduct,,Lynch,,affirmed
2017_03990,respondent,0,0,2135,0.0,1.0,2017_03990.htm.txt,D. Holley Carnright,Joan Gudesblatt Lamb," [*2]   Peters, P.J., McCarthy, Rose, Clark and Mulvey, JJ",crime criminal sale controlled substance,Private,,plea of guilty,Williams,,affirmed
2017_03991,respondent,0,0,2543,0.0,1.0,2017_03991.htm.txt,P. David Soares,Emily Schultz," [*2]  Peters, P.J., Garry, Rose, Devine and Aarons, JJ",was sentenced to 1 to 3 years prison;ed driving while intoxicated,Public Defender,,,Breslin,,affirmed
2017_03992,respondent,0,0,1657,0.0,1.0,2017_03992.htm.txt,Paul Czajka,Trevor O. Flicke,"  Lynch, J.P., Devine, Clark, Mulvey and Aarons, JJ",crime attempted course sexual conduct against child,Public Defender,,plea of guilty,Nichols,,affirmed
2017_03993,respondent,0,0,5305,0.0,1.0,2017_03993.htm.txt,D. Holley Carnright,Joan Gudesblatt Lamb,"  Peters, P.J., McCarthy, Mulvey and Aarons, JJ",crime criminal sexual act,Private,,plea of guilty,McGinty,,reversed
2017_03994,respondent,0,0,3671,0.0,1.0,2017_03994.htm.txt,Mary E. Rain,Matthew L. Peabody,"  Egan Jr., J.P., Devine, Clark, Mulvey and Aarons, JJ",crime attempted burglary;imposed sentence imprisonment;(2) which revoked defendant's probation,Private,,plea of guilty,Richards,,affirmed
2017_03995,respondent,0,0,1811,0.0,1.0,2017_03995.htm.txt,,,"  Garry, J.P., Egan Jr., Lynch, Clark and Aarons, JJ",,Private,,,Cawley,,affirmed
2017_04041,respondent,0,0,18706,0.0,1.0,2017_04041.htm.txt,Darcel D. Clark,Emily Anne Aldridge," Concur-Sweeny, J.P., Moskowitz and Gesmer, JJ",as felony drug offender;reversed;after jury trial;matter remanded for new trial;criminal possession controlled substance;on law;to term 3 years;ing defendant;sentencing him,Legal Aid Society,,,Eugene Oliver, J.,reversed
2017_04044,respondent,0,0,2448,0.0,1.0,2017_04044.htm.txt,"Cyrus R. Vance, Jr.",Patricia Curran," Concur-Tom, J.P., Mazzarelli, Manzanet-Daniels and Webber, JJ",matter remanded for new trial;unanimously reversed;as violent felony offender;to concurrent terms 15 years;ing defendant criminal possession weapon;on law;sentencing him,Private,,,"Juan M. Merchan, Ronald A. Zweibel"," at suppression hearing, at jury trial and sentencing",reversed
2017_04047,respondent,0,0,2046,0.0,1.0,2017_04047.htm.txt,"Cyrus R. Vance, Jr.",Megan DeMarco," Concur-Tom, J.P., Mazzarelli, Manzanet-Daniels and Webber, JJ",unanimously affirmed;sentencing him to term year;ing defendant criminal possession controlled substance,Private,,,"Charles H. Solomon, Thomas Farber"," at suppression hearing, at plea and sentencing",affirmed
2017_04050,respondent,0,0,3144,0.0,1.0,2017_04050.htm.txt,"Cyrus R. Vance, Jr.",Alan Gadlin," Concur-Tom, J.P., Mazzarelli, Manzanet-Daniels and Webber, JJ",as felony drug offender;unanimously affirmed;ing defendant criminal possession controlled substance;to term years;sentencing him,Private,,,"Herbert J. Adlerberg, Eduardo Padro"," at suppression hearing, at plea and sentencing",affirmed
2017_04055,respondent,0,0,1333,0.0,1.0,2017_04055.htm.txt,"Cyrus R. Vance, Jr.",Andrew E. Seewald," Concur-Tom, J.P., Mazzarelli, Manzanet-Daniels and Webber, JJ",unanimously affirmed;robbery;sentencing her to term years,Private,,plea of guilty,Michael J. Obus,,affirmed
2017_04060,respondent,0,0,1052,0.0,1.0,2017_04060.htm.txt,"Cyrus R. Vance, Jr.",Alexander Michaels," Concur-Acosta, P.J., Renwick, Mazzarelli, Andrias and Manzanet-Daniels, JJ",,Private,,,Jill Konviser,,affirmed
2017_04064,respondent,0,0,1038,0.0,1.0,2017_04064.htm.txt,"Cyrus R. Vance, Jr.",Andrew E. Seewald," Concur-Acosta, P.J., Renwick, Mazzarelli, Andrias and Manzanet-Daniels, JJ",,Legal Aid Society,,,Edward J. McLaughlin,,affirmed
2017_04065,respondent,0,0,4335,0.0,1.0,2017_04065.htm.txt,"Cyrus R. Vance, Jr.",Yan Slavinskiy," Concur-Acosta, P.J., Renwick, Mazzarelli, Andrias and Manzanet-Daniels, JJ",concurrent with years' probation;after jury trial;criminal possession forged instrument;unanimously modified;otherwise affirmed;to extent reducing sentence to concurrent terms months;as matter discretion interest justice;ing defendant;criminal possession forgery devices;identity theft;sentencing him to concurrent terms to years,Private,,,Edward J. McLaughlin,,reversed
2017_04072,respondent,0,0,1859,0.0,1.0,2017_04072.htm.txt,"Cyrus R. Vance, Jr.",Malancha Chanda," Concur-Friedman, J.P., Moskowitz, Feinman, Gische and Kahn, JJ",unanimously modified;otherwise affirmed;as matter discretion interest justice;remanding matter for new determination duration order;sentencing him to an aggregate term to years;criminal contempt;to extent vacating order protection;aggravated family offense,Private,,plea of guilty,Tandra L. Dawson,,reversed
2017_04079,respondent,0,0,3096,0.0,1.0,2017_04079.htm.txt,Darcel D. Clark,Matthew B. White," Concur-Friedman, J.P., Moskowitz, Feinman, Gische and Kahn, JJ",unanimously affirmed;after jury trial;sentencing him to term 25 years to life;ing defendant;murder,Private,,,Martin Marcus,,affirmed
2017_04083,respondent,0,0,1032,0.0,1.0,2017_04083.htm.txt,"Cyrus R. Vance, Jr.",Stephen J. Kress," Concur-Friedman, J.P., Moskowitz, Feinman, Gische and Kahn, JJ",,Private,,,Robert Stolz,,affirmed
2017_04130,respondent,0,0,6446,0.0,1.0,2017_04130.htm.txt,,," Dillon, J.P., Leventhal, Miller and Brathwaite Nelson, JJ",concurrent definite terms imprisonment 1 year each on convictions unlawful imprisonment;criminal possession stolen property;assault;endangering welfare child;15 years plus 5 years postrelease supervision on conviction robbery;to run concurrently with consecutively imposed sentences;sentencing him to consecutive determinate terms imprisonment 25 years plus 5 years postrelease supervision on conviction kidnapping,Private,,jury verdict,Balter,,reversed
2017_04131,respondent,0,0,5099,0.0,1.0,2017_04131.htm.txt,,," Dillon, J.P., Leventhal, Miller and Brathwaite Nelson, JJ",imposing sentence,Private,ineffective assistance,jury verdict,Balter,,reversed
2017_04132,respondent,0,0,4538,0.0,1.0,2017_04132.htm.txt,,," Austin, J.P., Roman, Cohen and Barros, JJ",imposing sentence,Private,,jury verdict,Gary,,affirmed
2017_04133,respondent,0,0,1160,0.0,1.0,2017_04133.htm.txt,"Anthony A. Scarpino, Jr.",," Eng, P.J., Leventhal, Austin and Cohen, JJ",,Private,ineffective assistance,,,,
2017_04134,respondent,0,0,1118,0.0,1.0,2017_04134.htm.txt,,," Mastro, J.P., Leventhal, Maltese and Duffy, JJ",,Private,ineffective assistance,,,,
2017_04135,respondent,0,0,1766,0.0,1.0,2017_04135.htm.txt,Thomas J. Spota,Lauren Tan," Mastro, J.P., Sgroi, LaSalle and Connolly, JJ",imposing sentence,Private,,jury verdict,Camacho,,affirmed
